LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,Neighborhood,HouseStyle,BldgType,SalePrice
22201.69,9,6,1987,1915.24,4,South,1Story,Multi,447451.27
13588.69,6,6,1969,1578.95,2,Hill,1Story,Town,312136.76
17856.37,7,6,1992,1868.68,2,South,2Story,Town,373419.8
26060.3,7,6,1995,1861.6,3,Hill,2Story,Town,342765.14
7413.79,10,6,1987,3182.7,3,South,Loft,Town,889640.19
19954.24,10,6,1990,2133.4,3,South,2Story,Town,508925.11
47247.81,4,6,1966,1676.83,3,South,1Story,Town,319162.92
14866.23,9,6,1976,2361.82,3,Hill,2Story,Duplex,466570.98
27669.19,10,6,1984,1969.9,3,South,2Story,Duplex,495119.12
25659.09,9,6,1977,2192.78,2,South,2Story,Fam,432335.95
17681.63,8,6,1966,2249.91,3,Hill,2Story,Town,411344.13
44647.32,10,6,1962,3261.51,3,South,Loft,Town,604792.82
22089.31,8,6,1991,1963.36,4,South,1Story,Duplex,444246.81
15823.74,7,6,1965,1720.66,2,Hill,1Story,Fam,361282.61
23730.12,9,6,1962,1985.24,2,Hill,2Story,Town,435939.74
137709.41,10,6,1954,2978.91,3,Hill,Split,Duplex,776078.22
21139.97,7,1,1971,4421.99,3,Hill,Loft,Town,457509.29
2000.0,10,6,1987,1748.3,4,North,1Story,Duplex,769623.74
13199.34,9,6,1985,1981.45,3,South,2Story,Town,426957.64
11222.85,8,6,1995,2105.27,2,South,2Story,Fam,361761.03
26934.73,10,6,1976,2740.92,3,Hill,Split,Duplex,545770.89
58571.6,9,6,1971,1653.64,2,South,1Story,Town,514509.38
12829.86,7,6,1967,2376.55,2,South,2Story,Fam,384482.26
18109.13,7,6,1983,1629.03,4,Hill,1Story,Multi,371513.96
40560.84,7,6,1973,1583.26,3,South,1Story,Town,388081.14
32452.37,10,6,1974,2700.41,3,South,Split,Duplex,649680.73
9848.7,6,6,1996,1276.58,4,South,1Story,Multi,278283.98
25883.36,9,6,1964,2361.6,2,South,2Story,Town,413421.56
19595.34,10,6,1997,2695.03,2,Hill,Split,Town,547426.09
27428.68,10,6,1980,2252.88,3,North,2Story,Town,538387.96
22066.95,7,6,1970,2050.0,3,Hill,2Story,Town,355091.35
60398.8,9,6,1963,1641.76,3,South,1Story,Town,481539.79
21108.93,10,6,1983,2109.15,2,South,2Story,Town,474105.53
68272.56,9,6,1978,2425.62,3,South,2Story,Duplex,577629.62
4095.53,7,7,1988,1379.58,4,South,1Story,Multi,373854.13
16417.95,10,6,1985,2215.76,2,South,2Story,Town,454828.89
12100.76,10,5,1965,2678.59,2,South,Split,Town,563255.97
52256.43,8,6,1958,2188.09,3,Hill,2Story,Town,434475.92
40791.07,7,6,1968,1567.79,4,South,1Story,Duplex,412833.88
34825.43,10,6,1981,2601.76,3,South,2Story,Duplex,675777.9
15579.49,8,6,1996,2333.61,2,South,2Story,Town,375275.8
15083.99,8,6,1972,2137.92,3,North,2Story,Town,439103.79
63508.24,10,6,1970,2603.24,3,Hill,Split,Duplex,654942.86
20758.08,10,6,1990,2219.14,2,North,2Story,Town,513095.6
37906.41,8,6,1962,1606.64,2,South,1Story,Town,400021.57
16297.44,10,6,1985,3210.15,3,North,Split,Town,731204.24
20874.6,7,6,1970,2639.38,3,Hill,2Story,Town,389581.34
13138.65,7,5,1993,2335.47,3,Hill,2Story,Town,359332.57
16954.51,10,6,1974,2502.29,3,South,2Story,Town,554038.9
20397.99,8,6,1985,2069.98,2,South,2Story,Town,415983.49
82758.65,10,6,1973,2332.93,4,South,2Story,Multi,659259.94
24258.05,10,6,1983,2601.8,3,South,Split,Duplex,600400.64
15434.81,5,5,1975,2116.76,3,Hill,2Story,Town,298179.1
2000.0,4,4,2002,3865.52,3,Hill,Loft,Duplex,265850.06
17977.72,10,6,1985,3147.31,3,Hill,Loft,Town,740850.81
22864.21,9,6,1976,1985.85,4,South,2Story,Multi,494852.48
16722.98,7,6,1957,1954.84,3,South,2Story,Town,353685.96
26360.19,9,6,1960,2384.52,3,Hill,2Story,Duplex,550054.4
19777.54,10,6,1966,2422.25,3,Hill,2Story,Duplex,516640.11
4539.69,10,1,1968,15125.31,2,Hill,Loft,Town,844834.49
46827.2,10,6,1959,2454.29,3,Hill,2Story,Town,602013.84
33716.94,6,6,1968,2498.46,2,South,2Story,Town,358986.71
7881.14,5,6,1980,1743.41,3,Hill,1Story,Duplex,240358.33
51657.71,10,6,1953,2738.07,3,South,Split,Duplex,638224.43
28356.43,10,6,1974,2696.74,4,South,Split,Duplex,537479.8
16624.42,5,6,1998,1403.5,4,South,1Story,Duplex,303535.61
15491.38,8,6,1960,2422.4,3,Hill,2Story,Duplex,429398.63
9265.3,10,6,1989,2488.1,2,South,2Story,Fam,467507.99
19516.7,7,6,1988,1936.02,3,South,2Story,Town,354347.62
6457.59,5,6,1993,1491.96,3,Hill,1Story,Duplex,204373.43
11318.85,6,6,1959,1592.07,2,North,1Story,Town,323828.74
42791.67,7,5,1967,1779.61,3,South,1Story,Town,405201.54
9095.59,5,5,1966,2717.91,3,Hill,2Story,Town,291655.61
30155.65,10,6,1977,2325.79,3,Hill,2Story,Town,538456.86
28954.82,8,5,1979,2054.65,4,South,2Story,Multi,439333.76
27598.13,7,5,1997,1998.64,3,South,2Story,Town,363449.53
37578.24,8,6,1975,1678.78,2,Hill,1Story,Town,425271.59
11541.87,7,5,1997,2684.43,3,Hill,Split,Town,346623.46
19728.97,9,6,1964,2131.33,3,South,2Story,Town,494087.54
19143.2,7,6,1983,1846.91,3,North,2Story,Town,363040.77
11776.03,10,6,1986,2829.82,3,South,Split,Duplex,573196.04
47435.53,6,6,1983,1450.63,4,South,1Story,Multi,403858.09
33839.47,8,5,1975,1641.57,2,South,1Story,Town,395485.32
9728.37,8,6,1978,2504.94,3,Central,2Story,Town,406020.88
48659.36,6,6,1985,2249.07,3,South,2Story,Duplex,379361.73
11324.14,8,5,1986,2534.31,2,Hill,Split,Town,390961.02
27637.86,5,6,1972,1666.63,4,North,1Story,Duplex,290295.98
19905.94,7,6,2002,1568.96,2,South,1Story,Fam,372376.39
61558.1,5,5,1968,2081.94,3,North,2Story,Town,342682.63
46433.83,10,6,1961,2741.75,3,South,Split,Duplex,680953.87
68511.49,10,6,1983,2810.83,3,Hill,Split,Town,677152.8
12870.82,7,6,1993,1377.9,3,South,1Story,Town,382882.5
39659.86,10,6,1971,3023.14,3,Hill,Loft,Duplex,583596.06
4934.74,7,6,2002,2063.66,2,Hill,2Story,Town,357441.07
15229.66,10,6,1983,2675.47,3,North,Split,Town,562449.27
14577.34,10,6,1967,3021.54,3,Hill,Split,Duplex,523923.69
9120.38,6,4,1967,2823.69,2,Hill,Split,Town,305614.06
23670.54,8,6,1989,1800.03,2,South,2Story,Town,442079.64
148731.65,10,6,1957,2768.24,3,Hill,Split,Duplex,893239.36
18285.64,7,6,1980,2194.96,2,North,2Story,Town,369041.09
26225.67,10,6,1995,2325.81,3,South,2Story,Town,613466.47
20274.78,10,6,1983,1967.43,2,South,2Story,Fam,563480.49
23470.43,8,5,1966,2798.69,2,Central,Split,Town,460420.94
26704.59,9,6,1966,2282.38,2,Hill,2Story,Town,446375.72
31575.09,10,6,1966,2415.49,3,South,2Story,Duplex,583473.98
17056.73,10,6,1974,3218.02,4,South,Loft,Duplex,688979.47
6037.01,10,6,1991,2084.84,2,South,2Story,Town,605772.3
90006.17,10,6,1955,2042.67,3,South,2Story,Town,580100.81
28339.18,10,6,1965,3634.32,3,South,Loft,Duplex,696896.08
54036.75,7,6,1968,1859.02,4,South,1Story,Duplex,443450.41
18032.39,8,6,1977,1600.25,2,South,1Story,Fam,392601.28
15287.02,4,6,1983,1937.96,4,South,1Story,Duplex,211817.72
2000.0,6,5,2002,2327.37,4,Hill,2Story,Duplex,320599.03
23119.6,10,6,1969,1852.1,2,South,2Story,Town,533104.4
23632.08,10,6,1978,2605.11,3,South,Split,Duplex,546480.41
9482.48,10,6,1994,2636.28,3,South,2Story,Town,529665.46
36266.22,6,6,1986,1410.6,4,South,1Story,Multi,311419.12
9355.91,6,5,1987,2504.66,4,South,2Story,Multi,315792.12
88639.51,10,6,1975,2349.29,3,South,2Story,Duplex,654090.33
2291.8,7,6,1968,2117.88,4,South,2Story,Multi,342738.45
37134.24,5,6,1982,2010.02,3,Hill,2Story,Town,277285.15
2000.0,5,8,1954,1283.24,1,Central,1Story,Fam,222963.69
5228.64,5,6,2002,1495.53,3,South,1Story,Town,201985.1
32184.23,6,6,1988,1380.92,4,South,1Story,Multi,367017.09
6992.53,6,5,1992,1762.62,3,Hill,1Story,Duplex,290648.7
14407.14,8,6,1971,1520.2,2,South,1Story,Fam,440700.73
26771.61,6,6,1981,1657.8,3,North,1Story,Duplex,285901.93
23543.29,8,6,1988,1745.38,4,South,1Story,Duplex,432287.07
18161.35,7,6,2002,2825.36,3,Hill,Split,Duplex,424492.64
24634.43,10,6,1962,2845.29,3,South,Split,Duplex,638858.76
21551.51,7,6,1964,2241.04,2,Central,2Story,Town,353581.53
18411.19,9,6,1972,1751.45,3,South,2Story,Town,451559.58
20072.95,5,6,1973,2055.7,3,Hill,2Story,Town,260050.92
18321.14,10,6,1977,2298.44,3,Hill,2Story,Duplex,585259.34
39674.75,10,6,1969,2413.29,3,North,2Story,Town,623445.42
7800.59,10,6,1985,2368.29,3,South,2Story,Duplex,546931.22
20723.0,10,5,1956,3945.26,3,Hill,Loft,Duplex,602768.49
7687.71,10,5,1954,1992.37,2,South,2Story,Town,478209.14
21261.57,10,6,1967,3011.17,2,North,Split,Town,738960.04
19346.58,10,6,1974,2642.76,3,Central,Split,Town,537586.59
9210.83,10,6,1994,3201.18,2,South,Loft,Town,941302.3
18840.37,10,6,1986,2417.1,3,South,2Story,Town,530002.72
11394.72,7,6,1977,2306.34,3,North,2Story,Duplex,333274.76
44567.66,8,5,1961,2727.02,3,South,Split,Duplex,446082.61
24026.49,9,6,2002,2016.36,3,Hill,2Story,Duplex,489200.97
39596.13,8,6,1980,2413.14,4,South,2Story,Duplex,473913.01
65991.79,5,6,1979,1742.84,3,South,1Story,Duplex,383607.69
13294.77,9,6,1968,2441.9,3,Hill,2Story,Town,447944.02
12659.04,8,6,1990,1882.87,2,Hill,2Story,Town,366891.0
11923.57,7,3,1970,2773.95,2,South,Split,Town,393906.38
23595.43,7,6,1995,1943.04,3,Hill,2Story,Town,347982.53
22733.2,8,6,1977,2320.46,3,Central,2Story,Town,440539.51
7818.18,7,5,1970,3420.89,3,South,Loft,Town,340138.78
28990.2,8,6,2002,1577.56,2,Hill,1Story,Fam,402876.5
17668.31,10,6,2000,2305.16,2,South,2Story,Town,541487.48
19461.86,10,6,1982,1966.82,2,South,2Story,Town,474208.01
32141.0,9,6,1983,1990.26,2,South,2Story,Town,503174.15
9292.7,6,6,1984,1680.25,4,South,1Story,Multi,221861.31
18217.28,10,6,1980,2760.07,3,North,Split,Town,677899.43
10577.28,10,6,1975,2441.29,2,Hill,2Story,Town,608507.14
27524.78,10,6,1955,2623.46,3,South,Split,Town,653769.22
34438.92,10,6,1984,2152.41,3,North,2Story,Town,517229.42
128550.98,9,6,1957,2788.64,3,South,Split,Town,677880.7
34038.14,10,6,1984,2682.02,3,Hill,Split,Town,700653.43
14566.1,5,5,1986,2002.16,4,Central,2Story,Multi,240253.71
23819.05,8,6,1983,1559.94,3,South,1Story,Town,386443.44
22799.3,7,6,2001,2007.27,2,Hill,2Story,Town,368208.98
18461.2,5,6,1989,1382.54,4,South,1Story,Multi,222842.92
49083.35,9,6,1961,2179.46,3,Central,2Story,Town,515670.52
19577.31,7,6,1977,2407.17,3,Hill,2Story,Town,390817.15
21499.38,9,6,1982,2422.32,4,South,2Story,Duplex,489056.19
2000.0,7,7,1966,2665.27,4,North,Split,Multi,336942.23
26302.61,8,6,2002,1696.56,3,Hill,1Story,Town,418603.26
19356.87,10,6,1959,2505.22,4,South,Split,Duplex,707937.91
14648.59,10,6,1986,2815.34,3,South,Split,Town,766989.21
12237.53,10,6,1969,3762.18,3,South,Loft,Duplex,920266.55
6756.29,8,1,1967,6212.4,2,Hill,Loft,Town,529037.58
23423.99,8,5,1970,2801.56,3,Central,Split,Town,458434.32
24321.48,10,6,1981,2924.3,3,South,Split,Town,718554.26
23510.92,8,6,1980,1762.0,3,South,1Story,Duplex,373918.15
20157.78,7,6,1987,1908.38,2,Hill,2Story,Town,319537.74
31705.15,7,6,1967,2141.27,4,North,2Story,Duplex,389385.62
13935.87,10,6,1987,2609.74,3,Hill,2Story,Town,491978.41
17638.44,7,5,1981,2364.27,3,North,2Story,Duplex,308402.89
19590.58,6,6,1986,1712.09,4,South,1Story,Multi,331546.38
16487.67,8,6,1967,1843.92,2,South,1Story,Town,445514.04
27404.29,7,6,1984,1775.53,3,Hill,2Story,Town,392173.68
17431.29,4,6,1978,2255.77,3,North,2Story,Duplex,231577.88
16892.07,10,7,1973,2328.15,3,South,2Story,Duplex,585854.44
24756.94,10,6,1969,2618.91,3,North,Split,Town,549400.87
14976.95,7,6,1985,2177.33,3,Central,2Story,Town,340334.26
19494.21,5,6,1986,1460.04,4,South,1Story,Multi,283795.88
17880.72,10,6,1983,2781.47,3,Hill,Split,Town,727189.11
12356.46,8,6,1978,2597.66,2,North,Split,Town,448542.48
14717.55,10,6,1994,2332.97,3,South,2Story,Town,508973.8
15548.21,10,6,1986,2417.46,3,South,2Story,Town,517785.85
23098.62,7,5,1967,2327.66,3,South,2Story,Town,376386.72
14846.01,5,6,1972,1773.33,2,Hill,1Story,Town,250832.77
11978.72,10,6,1986,2428.7,3,South,2Story,Duplex,573736.86
23165.96,9,6,1969,2493.88,3,Hill,2Story,Town,510329.33
34927.35,7,6,2002,1794.12,2,Hill,1Story,Fam,418616.42
23511.36,8,6,1981,1623.72,2,South,1Story,Town,432597.56
27603.38,6,6,1975,2236.8,3,North,2Story,Duplex,343906.19
5396.33,7,6,2000,1544.26,2,Hill,1Story,Town,318115.07
41154.96,6,5,1977,1482.77,3,South,1Story,Duplex,308141.1
7641.23,6,4,1984,3069.05,2,Hill,Loft,Town,344636.3
17030.71,10,6,1973,3100.97,3,Hill,Split,Duplex,605571.7
21072.75,9,6,2001,1887.68,2,South,2Story,Town,460071.29
16552.31,10,6,1987,2159.77,3,South,2Story,Town,509875.51
47007.2,10,6,1972,2445.45,3,South,2Story,Town,543937.87
11170.32,10,5,1962,2492.57,2,South,2Story,Fam,504536.48
17107.89,6,6,1990,2023.91,2,South,2Story,Town,365620.65
8956.17,7,6,1954,1959.05,1,Hill,1Story,Fam,350880.69
21063.75,10,6,1980,2808.2,3,South,Split,Town,607534.47
17993.44,7,6,1992,1640.5,2,South,1Story,Town,357205.11
7905.65,9,6,1984,1648.99,2,South,1Story,Town,432192.39
42004.38,9,6,1988,2017.5,2,South,2Story,Town,498860.81
13738.78,10,6,1998,4128.93,3,South,Loft,Duplex,1182920.81
22987.2,7,6,1995,1873.87,3,South,2Story,Duplex,401794.68
22348.58,10,6,1986,2300.76,3,South,2Story,Duplex,543972.76
22032.72,10,6,1966,1899.43,3,North,1Story,Town,534735.01
32874.51,10,6,1984,3193.25,2,South,Loft,Town,777872.66
22835.54,10,6,2002,2245.28,2,Hill,2Story,Town,581682.4
26465.02,10,6,1990,2387.15,2,North,2Story,Town,576805.99
26551.85,8,5,1992,1773.89,3,South,1Story,Duplex,368819.53
10557.01,4,6,1961,1524.78,2,South,1Story,Fam,181308.73
13932.5,7,6,1986,1915.12,2,North,2Story,Town,416722.93
31011.84,5,5,1985,2175.34,3,South,2Story,Town,316441.72
12858.51,10,6,1965,2172.24,2,South,2Story,Fam,603199.33
3927.53,10,6,1983,2645.89,2,Hill,Split,Town,444351.13
26009.71,9,6,1996,1923.19,3,Hill,2Story,Town,515840.66
27972.97,7,6,1974,2151.25,3,Central,2Story,Duplex,407192.41
14222.21,6,6,1978,1904.45,4,Hill,1Story,Duplex,353932.42
21299.08,10,6,1968,2197.41,4,South,2Story,Duplex,564361.4
8426.65,9,6,1967,2370.2,2,Hill,2Story,Town,474160.37
33814.97,10,6,1983,2499.03,3,South,2Story,Duplex,507271.53
19319.44,6,6,2002,2123.71,3,North,2Story,Town,340998.92
8760.4,10,6,1994,1812.9,2,South,1Story,Fam,466242.27
11167.03,10,6,1986,2743.08,3,South,Split,Duplex,550543.13
14561.28,7,6,1976,2330.37,4,Hill,2Story,Duplex,365426.58
38308.51,8,6,1966,2286.87,3,North,2Story,Town,433208.69
28707.76,10,6,1976,2990.86,4,Hill,Split,Multi,601567.63
29711.05,10,6,1972,2391.52,3,South,2Story,Town,468659.6
19322.35,4,6,1990,1682.97,4,South,1Story,Duplex,162059.88
11990.44,6,6,1971,1548.82,2,South,1Story,Fam,325218.46
25898.28,7,6,1971,2241.74,3,Hill,2Story,Town,363901.16
10446.28,6,6,1969,1726.75,2,South,1Story,Town,300438.37
27636.96,7,4,1956,3453.14,3,Central,Loft,Town,437051.22
18316.87,8,6,1982,1925.06,2,South,2Story,Fam,440869.98
20500.55,7,6,1984,1850.92,4,South,2Story,Duplex,369055.84
29778.93,6,6,1989,1863.18,3,Hill,1Story,Town,368409.27
12385.85,8,5,1986,2201.08,3,South,2Story,Town,401185.03
22794.19,7,6,1971,1488.34,2,North,1Story,Fam,348246.35
7510.72,8,6,1967,1593.06,2,North,1Story,Town,388013.76
81349.06,9,6,1974,1950.42,4,South,2Story,Multi,550215.65
23549.91,10,6,1954,3444.63,3,South,Loft,Duplex,801543.13
9377.55,6,6,1997,1948.55,3,Hill,2Story,Town,238552.56
30274.51,8,6,1992,2132.78,3,South,2Story,Town,419134.05
9570.13,8,6,1987,2173.85,2,Hill,2Story,Town,384501.61
29473.4,5,6,1964,2054.52,3,North,2Story,Town,287009.98
12553.46,9,6,1970,2655.9,3,Hill,Split,Duplex,453982.06
23706.31,6,6,1976,2043.74,2,Hill,2Story,Town,380979.06
16006.72,10,6,1987,1875.17,3,Hill,2Story,Town,525016.5
40091.19,10,6,1959,2626.67,3,South,Split,Town,539381.66
24072.54,8,6,1976,1458.43,3,South,1Story,Town,378202.78
14605.06,10,6,1954,3074.03,3,South,Split,Duplex,993164.28
24926.02,7,6,1989,1707.32,4,South,1Story,Duplex,386432.18
44071.96,8,6,1972,1996.86,4,South,2Story,Duplex,436544.84
7342.97,10,6,1990,2913.69,3,Hill,Split,Town,471594.4
37874.55,7,6,1974,2468.94,3,South,2Story,Town,393628.5
7925.72,8,4,1966,3386.21,2,Hill,Loft,Town,417939.0
31989.89,10,6,1972,3188.48,3,South,Loft,Duplex,741702.37
15836.42,10,6,1966,3053.91,3,South,Split,Town,938754.76
35309.14,7,6,1966,2093.01,3,South,2Story,Town,392160.98
54653.85,5,6,1976,1777.27,3,Hill,1Story,Duplex,400972.4
37399.07,8,6,1984,2351.38,4,South,2Story,Multi,445111.39
36321.22,10,6,1960,2666.88,3,South,Split,Duplex,697250.09
52077.58,10,6,1954,2658.61,3,South,Split,Town,727992.56
22030.52,10,6,1968,2739.89,3,South,Split,Duplex,648335.27
28049.16,10,6,1977,2763.75,3,North,Split,Town,633452.68
25704.77,10,6,1985,2675.22,4,South,Split,Multi,535868.67
10284.19,10,6,1953,1723.58,2,South,1Story,Fam,487551.99
10647.98,4,3,1975,1951.52,3,South,2Story,Town,217681.98
14762.82,5,6,1984,1907.21,3,Central,1Story,Duplex,294418.54
12098.07,9,6,1965,1853.88,3,South,1Story,Town,423177.27
14782.74,10,6,1967,2599.88,4,North,2Story,Duplex,526262.67
17783.31,8,6,1993,1874.84,2,Hill,2Story,Town,428200.08
23564.73,9,6,1995,2217.86,3,South,2Story,Town,470168.07
13834.28,6,5,1978,2118.81,4,North,2Story,Duplex,324552.59
9170.18,4,5,1994,1615.65,4,Hill,1Story,Multi,238026.73
12392.74,7,5,1958,1172.0,2,South,1Story,Town,319037.94
32949.05,7,6,1965,1639.3,2,South,1Story,Town,385221.79
26862.25,10,5,1976,2315.64,2,South,2Story,Fam,601247.58
20306.35,7,5,1995,2328.93,3,Hill,2Story,Duplex,353389.78
16108.15,8,6,1992,1730.85,2,South,1Story,Town,360592.76
75173.71,10,6,1968,2579.65,4,North,Split,Duplex,595758.16
35141.08,7,6,1971,1573.07,3,South,1Story,Town,402955.76
24555.27,7,6,1983,2068.15,4,South,2Story,Multi,413893.49
19334.72,10,6,1977,2670.45,3,South,Split,Town,655644.05
26335.2,8,5,1989,2261.85,4,North,2Story,Duplex,376142.3
120095.68,9,5,1954,2455.78,3,South,2Story,Town,618522.52
36005.68,7,6,1976,1527.03,3,South,1Story,Duplex,403657.68
23290.76,10,6,1994,2602.8,3,South,Split,Duplex,540434.37
24282.8,10,5,1972,2110.95,2,North,2Story,Town,561200.24
27585.02,9,6,1986,2416.17,3,South,2Story,Duplex,476224.22
18905.71,10,6,1958,3311.31,3,South,Loft,Duplex,819951.91
33168.58,8,6,1989,1881.07,3,Hill,1Story,Town,432070.73
17856.91,6,6,1981,1750.08,4,South,1Story,Duplex,320128.86
40205.66,9,6,1984,2190.16,3,Hill,2Story,Duplex,489683.38
20068.02,9,6,1986,1940.54,2,South,2Story,Town,468474.13
87814.35,7,6,1985,2402.09,4,Hill,2Story,Duplex,505752.71
18673.09,10,6,1985,2220.33,3,North,2Story,Town,554941.44
16156.11,7,6,1981,1618.2,3,Hill,1Story,Duplex,344991.99
25724.08,10,6,1980,2796.94,3,South,Split,Town,692656.81
11575.32,9,5,1985,2773.87,3,Hill,Split,Duplex,484777.85
13972.19,7,6,1981,2108.39,3,Hill,2Story,Town,375846.74
16976.97,10,6,1974,2672.07,3,South,Split,Town,553857.81
4987.84,10,4,1984,3023.7,4,South,Split,Multi,482908.18
29010.82,7,6,1966,1920.03,4,South,1Story,Multi,366983.93
34996.38,9,6,1968,1494.93,2,North,1Story,Fam,454529.48
36368.14,6,6,1966,2306.45,3,Hill,2Story,Town,365687.19
9664.84,7,6,1978,2171.73,2,North,2Story,Town,328933.37
23696.14,8,6,2002,1669.0,2,Hill,1Story,Town,365728.48
7146.61,8,6,1990,2090.19,2,Hill,2Story,Town,349013.53
24038.08,8,6,1960,2153.8,3,North,2Story,Town,337818.87
57132.69,6,6,1986,1105.96,3,South,1Story,Duplex,367853.32
17884.6,9,6,1983,2061.22,2,South,2Story,Town,498334.95
23243.97,10,6,1986,2860.23,2,North,Split,Town,783834.19
35121.38,6,4,2002,3070.09,3,Hill,Split,Town,345219.24
34835.06,9,6,1984,2600.37,3,Central,Split,Duplex,505614.32
10785.32,7,5,1970,2201.52,3,North,2Story,Duplex,305843.52
27184.57,7,6,1988,1253.34,4,South,1Story,Multi,327372.06
17311.63,7,6,1998,1719.34,2,North,2Story,Town,338487.08
27263.42,8,6,1987,2069.6,4,South,2Story,Multi,418538.43
30505.08,8,6,1982,2229.06,4,South,2Story,Multi,446540.01
33913.88,6,6,1967,1520.29,3,Hill,1Story,Town,324623.99
12025.42,10,6,1985,2745.36,3,Hill,Split,Town,671808.15
35572.18,10,6,1963,2773.16,3,Hill,Split,Duplex,571683.5
22681.12,8,6,1978,2083.99,2,South,2Story,Fam,405195.25
85891.31,9,6,1958,2493.02,4,South,2Story,Multi,563394.89
21674.74,7,6,1986,2000.49,2,Hill,2Story,Town,343546.29
6494.0,10,6,1966,2306.96,3,Hill,2Story,Town,548953.49
54075.54,8,6,1957,2194.5,3,Hill,2Story,Duplex,498615.25
19267.03,6,6,1957,1925.86,3,Hill,2Story,Town,322791.38
14517.17,10,6,1991,2826.95,3,South,Split,Town,561520.82
24309.28,10,5,1963,2506.65,2,South,Split,Town,494161.36
18017.12,10,6,1956,2588.42,2,South,2Story,Fam,457213.98
13443.9,10,6,1985,2247.68,3,South,2Story,Town,639409.36
24503.64,10,6,1994,2511.09,2,Hill,2Story,Town,602140.97
22108.04,7,6,1988,1516.94,2,South,1Story,Town,369121.84
128328.94,9,5,1952,3230.2,3,South,Loft,Town,706660.05
37268.45,9,6,1967,2668.11,3,Hill,Split,Town,481179.46
47567.82,7,6,1974,1611.69,2,South,1Story,Fam,391822.42
21014.81,7,6,1984,1392.3,4,South,1Story,Multi,370564.92
10383.6,7,5,1993,2085.51,2,Hill,2Story,Fam,332974.38
2000.0,9,8,2002,1379.1,4,South,1Story,Duplex,435092.75
15043.84,10,6,2002,1873.42,2,Hill,1Story,Fam,456140.53
28083.14,10,6,1972,2993.37,3,South,Split,Duplex,667116.79
9195.13,6,6,1990,2057.17,3,South,2Story,Town,280554.81
47200.22,10,6,1967,2519.95,4,Hill,2Story,Duplex,655399.15
22067.0,10,6,1974,3238.29,3,South,Loft,Duplex,673996.68
26721.75,10,6,1973,2529.45,3,South,Split,Duplex,623951.74
19909.37,7,6,1966,2572.34,3,Hill,2Story,Town,404194.82
43662.95,8,6,1974,1851.85,4,North,1Story,Multi,475695.68
33410.28,10,6,2002,1790.62,1,Hill,1Story,Fam,559613.86
17518.41,5,6,2002,2095.55,3,Hill,2Story,Town,313398.36
44665.6,6,6,1961,1339.31,3,South,1Story,Town,350727.64
38488.62,10,6,1976,2304.37,3,South,2Story,Duplex,558165.08
17449.35,8,6,1979,1692.58,3,South,1Story,Town,423074.18
37361.19,7,6,1961,2253.33,3,North,2Story,Duplex,384680.14
18150.66,9,4,1962,2871.36,3,North,Split,Duplex,453618.87
27525.61,8,6,1981,1946.77,4,South,2Story,Duplex,430746.75
20694.2,8,6,1985,1997.04,3,South,2Story,Duplex,410729.33
40052.42,8,6,1981,2252.74,3,Hill,2Story,Duplex,408494.89
33527.64,9,6,1976,2461.67,3,South,2Story,Town,516866.46
21970.03,9,6,1989,1712.38,3,South,1Story,Duplex,475835.64
28220.55,8,6,2002,1800.15,2,Hill,1Story,Fam,391414.3
8014.02,7,5,1962,2484.41,2,South,2Story,Town,394110.48
8758.27,8,6,1996,1959.27,2,South,2Story,Town,318044.05
40616.0,10,6,1974,2295.32,3,Hill,2Story,Town,542235.77
34061.98,4,6,1961,1395.32,3,South,1Story,Town,306433.6
7990.0,6,6,1974,1723.52,3,North,1Story,Duplex,279216.37
50023.69,10,6,1961,2453.11,3,South,2Story,Town,580304.43
137225.65,8,6,1955,2070.52,3,Hill,2Story,Town,657342.28
47833.04,7,6,1971,2120.13,3,South,2Story,Duplex,374028.98
24531.37,8,6,1981,1854.12,4,South,1Story,Multi,434760.43
23825.23,7,6,1975,1690.37,4,South,1Story,Duplex,356611.86
43473.67,10,6,1963,2837.69,3,South,Split,Duplex,935481.85
14048.01,10,6,1975,2303.72,3,Central,2Story,Town,469532.14
9622.16,10,6,1984,2821.52,2,Hill,Split,Town,713293.9
15405.34,10,6,1978,2832.88,3,Hill,Split,Duplex,520057.67
31198.1,10,6,1989,2297.74,2,Hill,2Story,Town,499834.04
20802.59,8,6,1968,2202.85,2,Hill,2Story,Town,457344.9
51452.5,3,6,1987,1563.98,4,South,1Story,Multi,248089.74
8651.47,7,6,1995,2211.28,3,Central,2Story,Town,326860.14
